"year","port","name","value","state","indian","fishery","metric","units","latitude","longitude","center_latitude","center_longitude"
"2011","Neah Bay","June",34,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2011","Neah Bay","July",17,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2011","Neah Bay","Aug",3,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2011","Neah Bay","Sept",9,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2011","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2011","Neah Bay","Season",170,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2012","Neah Bay","May",114,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2012","Neah Bay","June",83,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2012","Neah Bay","July",21,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2012","Neah Bay","Aug",21,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2012","Neah Bay","Sept",15,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2012","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2012","Neah Bay","Season",254,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2013","Neah Bay","May",151,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2013","Neah Bay","June",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2013","Neah Bay","July",90,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2013","Neah Bay","Aug",4,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2013","Neah Bay","Sept",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2013","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2013","Neah Bay","Season",245,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2014","Neah Bay","May",109,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2014","Neah Bay","June",1,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2014","Neah Bay","July",6,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2014","Neah Bay","Aug",5,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2014","Neah Bay","Sept",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2014","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2014","Neah Bay","Season",121,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2015","Neah Bay","May",180,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2015","Neah Bay","June",66,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2015","Neah Bay","July",14,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2015","Neah Bay","Aug",3,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2015","Neah Bay","Sept",3,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2015","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2015","Neah Bay","Season",266,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2016","Neah Bay","May",85,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2016","Neah Bay","June",56,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2016","Neah Bay","July",3,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2016","Neah Bay","Aug",4,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2016","Neah Bay","Sept",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2016","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2016","Neah Bay","Season",148,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2017","Neah Bay","May",41,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2017","Neah Bay","June",40,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2017","Neah Bay","July",140,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2017","Neah Bay","Aug",112,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2017","Neah Bay","Sept",34,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2017","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2017","Neah Bay","Season",367,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2018","Neah Bay","May",234,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2018","Neah Bay","June",121,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2018","Neah Bay","July",149,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2018","Neah Bay","Aug",22,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2018","Neah Bay","Sept",15,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2018","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2018","Neah Bay","Season",541,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2019","Neah Bay","May",138,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2019","Neah Bay","June",271,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2019","Neah Bay","July",498,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2019","Neah Bay","Aug",25,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2019","Neah Bay","Sept",10,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2019","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2019","Neah Bay","Season",942,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2020","Neah Bay","May",25,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2020","Neah Bay","June",49,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2020","Neah Bay","July",47,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2020","Neah Bay","Aug",16,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2020","Neah Bay","Sept",0,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2020","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2020","Neah Bay","Season",137,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2021","Neah Bay","May",32,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2021","Neah Bay","June",38,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2021","Neah Bay","July",41,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2021","Neah Bay","Aug",11,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2021","Neah Bay","Sept",4,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2021","Neah Bay","Oct",NA,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"2021","Neah Bay","Season",126,"WA","Indian","commercial","effort","days fished",48.3681,-124.625,48.37427,-124.6285
"1976","La Push","May",144,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1976","La Push","June",680,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1976","La Push","July",2876,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1976","La Push","Aug",3760,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1976","La Push","Sept",2173,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1976","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1976","La Push","Season",9633,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1977","La Push","May",406,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1977","La Push","June",540,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1977","La Push","July",3550,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1977","La Push","Aug",4786,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1977","La Push","Sept",2461,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1977","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1977","La Push","Season",11743,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1978","La Push","May",353,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1978","La Push","June",558,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1978","La Push","July",3247,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1978","La Push","Aug",3645,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1978","La Push","Sept",2241,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1978","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1978","La Push","Season",10044,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1979","La Push","May",1155,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1979","La Push","June",54,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1979","La Push","July",3708,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1979","La Push","Aug",6117,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1979","La Push","Sept",59,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1979","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1979","La Push","Season",11093,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1980","La Push","May",1224,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1980","La Push","June",176,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1980","La Push","July",1939,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1980","La Push","Aug",2682,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1980","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1980","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1980","La Push","Season",6021,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1981","La Push","May",920,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1981","La Push","June",63,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1981","La Push","July",2569,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1981","La Push","Aug",3654,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1981","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1981","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1981","La Push","Season",7206,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1982","La Push","May",356,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1982","La Push","June",65,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1982","La Push","July",2898,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1982","La Push","Aug",389,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1982","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1982","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1982","La Push","Season",3708,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1983","La Push","May",464,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1983","La Push","June",30,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1983","La Push","July",1027,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1983","La Push","Aug",1014,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1983","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1983","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1983","La Push","Season",2535,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1984","La Push","May",121,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1984","La Push","June",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1984","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1984","La Push","Aug",309,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1984","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1984","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1984","La Push","Season",430,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1985","La Push","May",220,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1985","La Push","June",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1985","La Push","July",152,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1985","La Push","Aug",1292,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1985","La Push","Sept",14,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1985","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1985","La Push","Season",1678,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1986","La Push","May",233,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1986","La Push","June",4,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1986","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1986","La Push","Aug",623,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1986","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1986","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1986","La Push","Season",860,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1987","La Push","May",263,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1987","La Push","June",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1987","La Push","July",12,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1987","La Push","Aug",7,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1987","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1987","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1987","La Push","Season",282,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1988","La Push","May",576,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1988","La Push","June",464,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1988","La Push","July",3,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1988","La Push","Aug",24,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1988","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1988","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1988","La Push","Season",1067,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1989","La Push","May",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1989","La Push","June",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1989","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1989","La Push","Aug",861,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1989","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1989","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1989","La Push","Season",861,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1990","La Push","May",848,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1990","La Push","June",66,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1990","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1990","La Push","Aug",657,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1990","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1990","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1990","La Push","Season",1571,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1991","La Push","May",786,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1991","La Push","June",343,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1991","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1991","La Push","Aug",958,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1991","La Push","Sept",207,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1991","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1991","La Push","Season",2294,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1992","La Push","May",569,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1992","La Push","June",486,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1992","La Push","July",290,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1992","La Push","Aug",174,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1992","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1992","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1992","La Push","Season",1519,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1993","La Push","May",602,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1993","La Push","June",420,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1993","La Push","July",302,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1993","La Push","Aug",146,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1993","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1993","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1993","La Push","Season",1470,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1994","La Push","May",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1994","La Push","June",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1994","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1994","La Push","Aug",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1994","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1994","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1994","La Push","Season",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1995","La Push","May",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1995","La Push","June",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1995","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1995","La Push","Aug",345,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1995","La Push","Sept",56,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1995","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1995","La Push","Season",401,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1996","La Push","May",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1996","La Push","June",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1996","La Push","July",108,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1996","La Push","Aug",147,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1996","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1996","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1996","La Push","Season",255,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1997","La Push","May",168,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1997","La Push","June",62,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1997","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1997","La Push","Aug",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1997","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1997","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1997","La Push","Season",230,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1998","La Push","May",87,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1998","La Push","June",8,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1998","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1998","La Push","Aug",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1998","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1998","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1998","La Push","Season",95,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1999","La Push","May",154,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1999","La Push","June",105,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1999","La Push","July",84,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1999","La Push","Aug",29,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1999","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1999","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"1999","La Push","Season",372,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2000","La Push","May",149,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2000","La Push","June",75,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2000","La Push","July",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2000","La Push","Aug",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2000","La Push","Sept",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2000","La Push","Oct",NA,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2000","La Push","Season",224,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2001","La Push","May",84,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
"2001","La Push","June",81,"WA","Indian","commercial","effort","days fished",47.9081,-124.6352,47.90009,-124.6358
